lostid,PartnerID,PC,PCName,Found_Date,Lost_Date,Found_Color,Lost_Color,Found_CaseColor,Lost_CaseColor,Found_Brand,Lost_Brand,Found_Material,Lost_Material,Found_CustomAttr,Lost_CustomAttr,Found_DDLocation,Lost_DDLocation,Found_Room_flight,Lost_Room_flight,Found_SerialNumber,Lost_SerialNumber,Found_Cash,Lost_Cash
23543871,16130,425,Disney MagicBands,06/23/2022,06/23/2022,4,4,0,0,0,0,0,0,8552,8552,0,0,,,,,0,0
22106334,16734,65,Drivers License,03/08/2022,03/09/2022,0,0,0,0,0,0,0,0,14695,14695,135,135,,,,,0,0
22344291,18063,5,Coat - Jacket,03/27/2022,03/27/2022,2,2,0,0,0,0,5,5,28201,28201,0,0,249,249,,,0,0
21709736,16650,66,Credit or Debit card,01/21/2022,01/21/2022,16,0,0,0,0,0,64,0,22177,25276,0,0,,,,,0,0
22766807,16650,206,Money,04/09/2022,04/09/2022,0,0,0,0,0,0,0,0,22177,25263,403,0,LIRR to longbeach,,C11376963,,0,62
23348670,17975,66,Credit or Debit card,06/10/2022,06/10/2022,0,0,0,0,695,0,0,0,27600,27600,0,0,,,,,0,0
22536527,17718,231,iPhone,04/11/2022,04/11/2022,2,4,4,4,0,0,0,0,25424,25424,3044,3042,,,,,0,0
22890990,5503,143,Sunglasses,05/07/2022,05/07/2022,16,16,0,0,0,0,0,0,4222,4222,0,0,,,,,0,0
21827508,16130,206,Money,02/14/2022,02/14/2022,0,0,0,0,0,0,0,0,8554,8554,0,0,,,,,300,400
23314628,17253,135,Backpack,06/07/2022,06/07/2022,7,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
21963557,2474,196,Handheld Games ,02/24/2022,02/26/2022,2,0,0,0,0,882,0,0,168,168,0,0,1516,,,,0,0
23287152,16650,40,Shoes,05/29/2022,05/29/2022,2,2,0,0,995,995,2,2,22177,25236,0,0,Either M7  or M11,,,,0,0
22018140,17791,5,Coat - Jacket,03/01/2022,03/01/2022,10,3,0,0,0,1043,3,0,25906,25906,0,0,7046,7046,,,0,0
23288236,16650,67,Wallet,05/18/2022,05/12/2022,0,9,0,0,0,0,0,39,22177,25282,132,0,,,,,0,0
22837808,18200,218,iPad,04/28/2022,05/03/2022,3,3,3,3,827,0,0,0,29842,29842,0,0,715,715,,,0,0
21706157,16909,68,Passport,02/02/2022,02/02/2022,0,0,0,0,0,0,0,0,16146,16146,403,403,,,,,0,0
22699507,2198,527,Vaccine Card,03/15/2022,04/23/2022,26,0,0,0,997,0,40,0,0,0,0,0,,,,,0,0
22442439,16387,231,iPhone,04/01/2022,04/04/2022,6,2,2,2,0,0,0,0,11392,11392,2063,0,173,173,,,0,0
21680385,16650,339,Foreign currency,01/26/2022,01/26/2022,0,0,0,0,0,0,0,0,22177,25277,0,0,,,,,0,0
22037486,16547,297,Stuffed Toy,03/02/2022,03/02/2022,0,0,0,0,0,0,0,0,12890,12890,0,0,,,,,0,0
22408361,11422,5,Coat - Jacket,03/31/2022,04/01/2022,8,14,0,0,1047,1047,8,0,0,0,0,0,,,,,0,0
21847662,16650,206,Money,02/04/2022,02/05/2022,3,0,0,0,0,0,0,0,22177,25258,0,0,,,,,0,35
21717841,16650,461,Benefit or Insurance Card,02/05/2022,02/02/2022,0,0,0,0,0,0,0,0,22177,25297,0,0,,,,,0,0
23354637,2198,67,Wallet,06/07/2022,06/10/2022,0,9,0,0,0,0,0,39,0,0,0,0,,,,,0,0
21645947,5894,66,Credit or Debit card,01/27/2022,01/27/2022,0,0,0,0,0,98,0,0,1245,1245,0,0,,,,,0,0
21421603,16650,65,Drivers License,12/28/2021,12/28/2021,2,0,0,0,0,0,39,0,22177,25267,0,132,,,,,0,0
22041315,16942,271,Fitness Device,02/20/2022,03/04/2022,0,2,0,0,0,0,0,0,16337,16337,0,0,,,,,0,0
22642236,16130,386,Electronics - Other,04/18/2022,04/18/2022,4,3,0,0,0,0,0,0,8551,8551,0,0,,,,,0,0
22095829,3387,207,Giftcard,03/06/2022,03/06/2022,1,0,0,0,1606,0,39,0,0,0,0,0,,,,,0,0
21394397,2474,187,Camera,01/01/2022,01/02/2022,0,2,0,0,843,1276,0,0,738,738,0,0,1271,1271,,,0,0
22647046,6392,149,Pocketbook/Purse,04/19/2022,04/19/2022,4,4,0,0,0,0,58,58,5197,5197,0,0,AA,,,,0,0
22222108,16130,48,Hat,03/18/2022,03/18/2022,2,2,0,0,0,0,0,0,8554,8554,0,0,,,,,0,0
22501055,16130,66,Credit or Debit card,04/08/2022,04/08/2022,2,0,0,0,1676,96,44,0,8551,8551,0,0,,,,,0,0
22025075,16650,177,Keys,02/25/2022,02/25/2022,1,0,0,0,0,0,0,0,22177,25237,0,809,M100,,,,0,0
23370604,2168,67,Wallet,06/12/2022,06/12/2022,9,9,0,0,0,0,39,0,13296,13296,0,0,,,,,0,0
22924938,2474,67,Wallet,05/09/2022,05/10/2022,9,9,0,0,0,0,39,39,168,949,0,0,,,,,0,0
21432036,2474,218,iPad,01/03/2022,01/04/2022,10,1,0,3,0,0,3,0,795,795,0,0,901,UA901,,,0,0
21932803,7322,8,Suit,02/21/2022,02/21/2022,3,3,0,0,0,0,8,8,1902,1902,0,0,3679,3679,,,0,0
22578654,11422,319,Badge,04/14/2022,04/14/2022,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
21856514,16650,177,Keys,12/09/2021,12/12/2021,0,0,0,0,0,0,0,0,25286,25286,809,1012,6 train,,,,0,0
22699507,2198,527,Vaccine Card,03/15/2022,04/23/2022,0,0,0,0,0,0,0,0,0,0,128,0,,,,,0,0
23136034,16909,66,Credit or Debit card,09/20/1969,05/26/2022,0,0,0,0,98,98,0,0,16146,16146,0,0,,,,,0,0
22203237,13495,5,Coat - Jacket,03/17/2022,03/17/2022,2,2,0,0,0,0,1,1,0,0,0,0,,,,,0,0
21688704,5894,68,Passport,02/04/2022,01/31/2022,0,0,0,0,0,0,0,0,1246,1246,403,403,,,,,0,0
22384056,5503,135,Backpack,03/30/2022,03/30/2022,2,2,0,0,0,0,0,0,4196,4196,0,0,,,,,0,0
23014359,16650,206,Money,05/12/2022,05/14/2022,0,0,0,0,0,0,0,0,22177,25249,0,0,,,,,0,17.23
21543017,2474,218,iPad,01/15/2020,01/15/2022,3,3,17,3,0,0,0,0,953,953,1248,1249,1978,,F9HZ97J8MF3M,F9HZ97J8MF3M,0,0
21856833,6392,218,iPad,02/16/2022,02/17/2022,3,2,4,4,0,0,0,0,1377,1377,1250,1250,AA 7,,F9GQKPYFFCM5,F9GQKPYFFCM5,0,0
22308623,16910,5,Coat - Jacket,03/24/2022,03/24/2022,2,2,0,0,0,0,1,1,16173,16173,0,0,,,,,0,0
22396040,3216,5,Coat - Jacket,03/29/2022,03/29/2022,10,10,0,0,0,0,8,0,0,0,0,0,,,,,0,0
21670671,2474,99,Bracelet or Wristlet,01/29/2022,01/29/2022,0,0,0,0,0,0,49,10,997,997,0,0,UA17,,,,0,0
22102556,16650,346,ID Card - Membership or Nametag or Other ,03/06/2022,03/06/2022,0,0,0,0,0,0,0,0,22177,25235,0,0,,,,,0,0
22907280,14722,386,Electronics - Other,05/08/2022,05/09/2022,3,3,3,0,1013,0,0,0,7107,7107,0,0,1503,,,,0,0
23495455,14677,177,Keys,06/19/2022,06/20/2022,0,0,0,0,0,0,0,0,6604,6604,809,810,06/12/2022,853,,,0,0
22206945,7361,55,Book,03/17/2022,03/17/2022,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
21433394,16650,67,Wallet,12/23/2021,12/23/2021,0,0,0,0,0,0,0,0,22177,25239,0,0,,,,,37,0
21597647,16790,65,Drivers License,01/22/2022,01/22/2022,2,0,0,0,0,0,0,0,14467,14467,0,0,,,,,0,0
22524956,16566,66,Credit or Debit card,04/10/2022,04/10/2022,0,0,0,0,996,98,0,0,12624,12624,0,0,,,,,0,0
22444232,6262,179,Pillows,04/03/2022,04/04/2022,1,11,0,0,0,0,0,0,0,0,0,0,,,,,0,0
22297642,16650,391,Tools,03/21/2022,03/21/2022,6,6,0,0,0,0,0,0,22177,25259,0,0,,,,,0,0
21919017,6392,67,Wallet,02/19/2022,02/22/2022,6,9,0,0,0,0,39,39,1377,1377,0,0,2023,,,,0,0
22016102,16650,135,Backpack,02/15/2022,02/16/2022,0,0,0,0,0,0,0,0,22177,25244,0,0,,,,,0.3,0
21641557,16650,57,Business papers,12/16/2021,01/16/2022,8,0,0,0,0,0,0,0,22177,25269,0,0,,,,,0,0
23039896,16650,461,Benefit or Insurance Card,05/13/2022,05/13/2022,0,0,0,0,696,0,0,0,22177,25256,0,0,,,,,0,0
21638009,2168,367,Sweatshirt,01/24/2022,01/25/2022,0,2,0,0,0,0,0,0,13294,13294,0,0,,,,,0,0
22198983,15114,143,Sunglasses,03/13/2022,03/13/2022,20,11,2,2,1382,1382,0,0,5804,5804,0,0,March 3 2022,GL20220305008,,,0,0
21670601,2474,218,iPad,01/27/2022,01/30/2022,2,3,4,4,0,0,0,0,951,951,1251,0,364,,,DMQSQK4HG5W1,0,0
23262060,13493,237,Garment bag,06/04/2022,06/04/2022,3,0,0,0,502,0,3,0,16472,16472,0,0,,,,,0,0
22973920,6392,67,Wallet,05/14/2022,05/14/2022,0,2,0,0,0,0,0,39,1288,1288,0,0,AA37,2507,,,0,0
23043437,7322,65,Drivers License,05/19/2022,05/19/2022,0,0,0,0,0,0,0,0,0,0,127,127,6801,,,,0,0
21870056,16130,187,Camera,02/17/2022,02/18/2022,3,2,0,0,0,848,0,0,8555,8555,0,0,,,,,0,0
22480947,16130,65,Drivers License,04/06/2022,04/07/2022,0,0,0,0,0,0,0,0,8551,8551,0,114,,,,,0,0
21435081,16650,67,Wallet,12/19/2021,11/19/2021,0,0,0,0,0,0,0,0,22177,25250,0,0,,,,,1.65,0
22662752,17791,244,Jewelry multiple types,06/15/2022,04/18/2022,0,0,0,0,0,0,55,9,25893,25893,0,0,37026,37026,,,0,0
21893576,7321,148,Food,02/19/2022,02/19/2022,0,0,0,0,905,0,0,0,0,0,0,0,1862,1862a,,,0,0
21564722,16130,431,Disney Souvenir,01/22/2022,01/18/2022,7,11,0,0,0,0,0,0,8551,8551,0,0,,,,,0,0
21752244,16650,65,Drivers License,02/07/2022,02/03/2022,2,0,0,0,0,0,39,0,22177,25273,0,132,,,,,0,0
22353413,16650,149,Pocketbook/Purse,03/25/2022,03/25/2022,0,6,0,0,0,1607,0,58,22177,25251,0,0,,,,,0,0
23003759,14677,362,Tote,05/09/2022,05/16/2022,10,10,0,0,0,0,0,0,0,0,0,0,05/09/2022,,,,0,0
21971838,16130,206,Money,02/26/2022,02/26/2022,4,0,0,0,1007,0,58,0,8552,8552,0,0,,,,,0,342.39
22785222,16130,135,Backpack,04/29/2022,04/29/2022,2,2,0,0,0,0,0,0,8570,8570,0,0,,,,,0,0
22021361,16130,425,Disney MagicBands,03/02/2022,03/02/2022,16,16,0,0,0,0,0,0,8555,8555,0,0,,,,,0,0
21834653,16650,135,Backpack,02/06/2022,02/06/2022,4,2,0,0,0,0,0,0,22177,25235,0,0,,,,,0,0
22143899,2168,1,Shirt,03/12/2022,03/12/2022,2,9,0,0,978,0,45,0,13296,13296,0,0,,,,,0,0
22212647,17017,149,Pocketbook/Purse,03/17/2022,03/18/2022,4,4,0,0,0,0,0,0,19060,19060,0,0,,,,,0,0
21843066,2474,283,Bibles - Religious Books,02/10/2022,02/10/2022,2,0,0,0,0,0,0,0,168,1008,0,0,705,705,,,0,0
23131213,16650,422,Airpods/Case,05/18/2022,05/19/2022,2,1,0,0,1607,0,56,0,22177,25247,0,0,S 46,,,,0,0
22295372,16909,231,iPhone,03/23/2022,03/24/2022,1,1,22,11,0,0,0,0,16146,16146,1268,2063,,,,,0,0
22493290,16650,451,MTA Metrocard,04/01/2022,04/01/2022,0,0,0,0,0,0,0,0,22177,25259,0,0,,,,,0,0
23430899,16650,66,Credit or Debit card,06/20/2022,06/08/2022,2,0,0,0,0,0,44,0,22177,25240,0,0,Train number not known,,,,0,0
21589611,15005,71,Breathing device or CPAP,01/17/2022,01/17/2022,0,0,3,3,0,0,0,0,0,0,0,0,,,,,0,0
23082238,18172,231,iPhone,05/21/2022,05/21/2022,16,1,16,22,0,0,0,0,32512,31692,0,3036,10582,,,,0,0
21819307,16130,207,Giftcard,02/14/2022,02/14/2022,4,0,0,0,1693,0,40,0,8551,8551,0,0,,,,,0,0
21852725,16130,425,Disney MagicBands,02/16/2022,02/16/2022,3,3,0,0,0,0,0,0,8551,8551,0,0,,,,,0,0
23161309,17110,66,Credit or Debit card,05/27/2022,05/28/2022,0,0,0,0,996,996,0,0,0,0,0,0,,,,,0,0
21398514,16500,246,Sweater,01/01/2022,01/02/2022,3,3,0,0,0,0,0,0,12453,12453,1782,0,,,,,0,0
22857559,11422,67,Wallet,05/05/2022,05/05/2022,3,3,0,0,0,997,44,43,0,0,0,0,,,,,0,0
21882487,7318,182,Tablet,02/19/2022,02/19/2022,2,2,16,16,0,83,0,0,0,0,0,0,2607,2607,,,0,0
22464033,16130,206,Money,04/05/2022,04/05/2022,0,0,0,0,0,0,0,0,8552,8552,0,0,,,,,50,50
21718168,16509,1,Shirt,02/03/2022,02/03/2022,0,0,0,0,0,0,0,3,13187,13187,0,0,,,,,0,0
21494071,16650,366,Water bottle,01/11/2022,01/11/2022,0,0,0,0,0,0,0,0,25245,25245,0,0,q train,,,,50,0
21741047,17791,181,Charger,02/05/2022,02/05/2022,0,0,0,0,0,0,0,0,25906,25906,0,0,16046,16046,,,0,0
22102482,7085,184,"Android, Blackberry, Windows, Other",03/09/2022,03/09/2022,2,2,2,0,833,829,0,0,0,0,0,0,,,,,0,0
22734143,7898,206,Money,04/25/2022,04/25/2022,0,0,0,0,0,0,0,0,0,0,0,0,,,,,20,20
22822140,16909,135,Backpack,05/01/2022,05/02/2022,16,16,0,0,0,0,59,0,16146,16146,0,0,,,,,0,0
22651769,2198,206,Money,04/19/2022,04/19/2022,0,0,0,0,0,0,0,0,0,0,0,0,,,,,300,301
22777809,18129,141,Gift bag,04/28/2022,04/29/2022,0,0,0,0,0,0,0,0,28478,28478,0,0,,,,,0,0
23207201,13176,67,Wallet,05/31/2022,05/31/2022,0,12,0,0,0,1656,0,0,0,0,0,0,,,,,300,0
22089053,16650,65,Drivers License,03/05/2022,03/06/2022,0,0,0,0,0,0,0,0,22177,25249,0,132,,,,,0,0
21324357,16650,346,ID Card - Membership or Nametag or Other ,12/01/2021,11/06/2021,0,0,0,0,0,0,0,0,22177,25271,0,0,,,,,0,0
22203344,6392,231,iPhone,03/16/2022,03/16/2022,10,10,17,17,0,0,0,0,1525,1525,3039,2119,GYUG,,,,0,0
22715111,13493,231,iPhone,04/24/2022,04/24/2022,2,2,17,17,0,0,0,0,16471,16471,0,0,,,,,0,0
21642602,2474,211,Kindle or eReader Device,01/24/2022,01/26/2022,2,2,2,2,0,0,0,0,953,953,1273,1273,2400,gate E4,,B0D522043504030E,0,0
23107010,16650,184,"Android, Blackberry, Windows, Other",05/22/2022,05/22/2022,0,2,0,0,0,1516,0,0,22177,25239,0,0,B46,,,016023001660830,0,0
23423779,16130,425,Disney MagicBands,06/15/2022,06/15/2022,4,4,0,0,0,0,0,0,8552,8552,0,0,,,,,0,0
23636044,7949,66,Credit or Debit card,06/29/2022,06/29/2022,0,0,0,0,97,97,0,0,0,0,0,0,,,,,0,0
22363228,16130,1,Shirt,03/25/2022,03/28/2022,0,1,0,0,0,0,0,3,8552,8552,0,0,,,,,0,0
23003804,14677,421,Roller Bag,05/14/2022,05/16/2022,10,10,0,0,0,0,18,18,8667,8667,0,0,05/07/2022,05-07-22,,,0,0
22000975,16885,67,Wallet,02/28/2022,02/28/2022,9,2,0,0,1675,0,39,39,15586,15586,0,0,2601,2601,,,0,0
21520775,16130,65,Drivers License,01/14/2022,01/14/2022,0,0,0,0,0,0,0,0,8552,8552,113,113,,,,,0,0
22284261,16650,73,Vitamins,03/06/2022,03/06/2022,0,0,0,0,0,0,0,0,22177,25248,0,0,,,,,0,0
22569347,8092,177,Keys,04/12/2022,04/12/2022,0,0,0,0,0,0,0,0,2518,2518,810,810,,,,,0,0
22187646,16130,66,Credit or Debit card,03/15/2022,03/16/2022,2,0,0,0,0,95,0,0,8555,8555,0,0,,,,,0,0
21954119,5503,266,Checkbook,02/25/2022,02/25/2022,0,0,5,4,0,0,0,0,0,0,0,0,,,,,0,0
23600723,16130,157,Umbrella,06/26/2022,06/27/2022,2,0,0,0,1070,0,21,0,8552,8552,0,0,,,,,0,
21554973,16130,429,Disney Lanyards,01/17/2022,01/17/2022,4,4,0,0,0,0,0,0,8552,8552,0,0,,,,,0,0
21844158,2474,67,Wallet,02/15/2022,02/16/2022,3,3,0,0,0,0,43,43,951,951,0,0,1048,,,,0,0
23298111,5894,177,Keys,06/06/2022,06/06/2022,0,0,0,0,0,0,0,0,1246,1246,809,810,5306,,,,0,0
23064148,6392,67,Wallet,05/20/2022,05/21/2022,0,2,0,0,0,1675,0,41,1294,1294,104,0,2110,,,,0,0
21990010,16650,67,Wallet,02/11/2022,02/12/2022,4,0,0,0,0,0,39,0,22177,25257,0,0,,,,,0,0
22589224,16734,231,iPhone,04/14/2022,04/15/2022,2,2,17,17,0,0,0,0,14722,14722,2119,2119,,,,,0,0
22552018,16650,206,Money,04/04/2022,04/06/2022,0,0,0,0,0,0,0,0,22177,25262,0,0,Bmx7 bus,,,,0,4
21967359,2474,33,Sneakers,02/25/2022,02/26/2022,2,11,0,0,0,992,2,0,947,947,0,0,1882,,,,0,0
22989875,2474,193,Headphones,05/12/2022,05/15/2022,2,2,0,0,0,0,17,0,947,947,0,0,1514,,,,0,0
21715015,16130,460,ID Card - Student,02/03/2022,02/03/2022,22,0,0,0,1693,0,40,0,8551,8551,0,0,,,,,0,0
22428263,7322,67,Wallet,04/02/2022,04/03/2022,11,3,0,0,1668,0,44,41,1918,1918,0,0,,,,,0,0
22357268,16502,67,Wallet,03/27/2022,03/27/2022,14,14,0,0,0,997,39,40,12532,12532,0,0,,,,,0,0
22170864,6392,218,iPad,03/13/2022,03/14/2022,4,0,4,0,0,0,0,0,1288,1288,1251,0,1479,,,F6QYM03DG5VY,0,0
23040987,13493,5,Coat - Jacket,05/19/2022,05/19/2022,0,0,0,0,0,0,0,0,16471,16471,0,0,,,,,0,0
23557923,8110,180,Towels,06/24/2022,06/24/2022,0,4,6,0,0,0,0,0,0,0,0,0,,,,,0,0
21958479,13778,48,Hat,02/24/2022,02/25/2022,4,4,0,0,0,0,0,0,0,0,0,0,,,,,0,0
22273679,16130,214,Game,03/21/2022,03/22/2022,0,0,0,0,0,0,0,0,8556,8556,0,0,,,,,0,0
23479668,16130,67,Wallet,06/19/2022,06/19/2022,1,9,0,0,1606,1606,39,39,8551,8551,0,0,,,,,0,0
22705121,3387,207,Giftcard,04/23/2022,04/23/2022,0,0,0,0,0,0,0,0,0,0,127,0,,,,,0,0
23530641,16130,66,Credit or Debit card,06/22/2022,06/22/2022,0,0,0,0,696,98,0,0,8555,8555,0,0,,,,,0,0
22687697,17266,212,Toy,04/22/2022,04/22/2022,0,0,0,0,0,0,0,0,18677,18677,0,0,825,826,,,0,0
23204425,16556,48,Hat,05/14/2022,05/31/2022,12,12,0,0,0,0,0,0,12567,12567,0,0,,,,,0,0
22556159,8092,184,"Android, Blackberry, Windows, Other",04/11/2022,04/12/2022,5,5,16,16,833,833,0,0,2522,2522,0,0,,,,989381,0,0
22924926,5894,178,Blankets,05/10/2022,05/10/2022,1,1,0,0,0,0,0,0,1255,1255,0,0,3705,,,,0,0
22755022,6392,67,Wallet,04/25/2022,04/26/2022,2,2,0,0,0,997,39,39,1460,1460,0,0,A533,,,,0,0
21444540,16130,66,Credit or Debit card,01/06/2022,01/06/2022,2,0,0,0,0,3018,39,0,8552,8552,0,0,,,,,0,0
21624595,16650,334,Permit,01/03/2022,01/05/2022,9,0,0,0,1606,0,39,0,22177,25261,0,0,SIM7,,,,0,0
22037688,18174,1,Shirt,02/27/2022,03/04/2022,0,4,0,0,0,0,0,21,0,0,0,0,,,,,0,0
23082457,16130,65,Drivers License,05/22/2002,05/22/2022,9,0,0,0,997,0,39,0,8570,8570,0,109,,,,,0,0
22205275,16130,66,Credit or Debit card,03/17/2022,03/17/2022,9,0,0,0,0,97,39,0,8551,8551,0,0,,,,,0,0
21437617,17791,40,Shoes,01/02/2022,01/02/2022,1,0,0,0,995,0,7,0,25893,25893,0,0,5116,05116,,,0,0
23016246,16196,67,Wallet,05/14/2022,05/17/2022,2,2,0,0,0,0,39,39,8867,8867,0,0,05/07/2022,572,,,0,0
22923630,2474,183,Laptop,05/08/2022,05/10/2022,3,3,3,0,823,823,0,0,951,951,0,0,383,383,Y,CND83663QK,0,0
23113784,16130,66,Credit or Debit card,05/24/2022,05/24/2022,0,0,0,0,0,98,39,0,8554,8554,0,0,,,,,0,0
21957381,17378,44,Beanie,02/22/2022,02/25/2022,1,1,0,0,0,0,0,0,32537,32537,0,0,407,407,,,0,0
22372309,13508,231,iPhone,03/29/2022,03/29/2022,3,4,11,17,0,0,0,0,0,0,3037,0,,,,,0,0
23461547,16566,231,iPhone,06/18/2022,06/18/2022,0,3,0,4,0,0,0,0,12624,12624,0,1268,,,,352019072131653,0,0
21408203,15114,357,Smart Watch,01/01/2022,01/01/2022,1,2,0,2,0,0,0,0,5803,5803,0,0,12/26/2021,20211226006,,,0,0
23417630,16650,66,Credit or Debit card,05/14/2022,06/14/2022,0,0,0,0,0,0,0,0,22177,25269,0,0,Train 7,,,,0,0
21811870,2198,418,Clothes Steamer,02/12/2022,02/12/2022,2,1,0,0,976,0,8,0,0,0,0,0,,,,,0,0
23339088,2474,218,iPad,06/10/2022,06/10/2022,3,2,13,6,0,0,0,0,685,685,1249,0,839,UA839,GW9MYNX4CR,,0,0
22157528,11422,99,Bracelet or Wristlet,03/13/2022,03/13/2022,0,0,0,0,0,0,0,9,0,0,0,0,,,,,0,0
22457325,16684,245,Clothing - Other,03/31/2022,04/05/2022,11,0,0,0,0,0,5,0,14274,14274,0,0,,,,,0,0
23175210,17535,6,Dress -  Skirt,05/29/2022,05/29/2022,6,6,0,0,0,0,8,0,0,0,0,0,,,,,0,0
21218907,16130,346,ID Card - Membership or Nametag or Other ,12/17/2021,12/17/2021,0,0,0,0,0,0,0,0,8551,8551,0,0,,,,,0,0
22829347,16130,206,Money,05/02/2022,05/02/2022,9,0,0,0,0,0,39,0,8552,8552,0,0,,,,,0,195
21559483,16650,497,MTA Metrocard - Student,01/10/2022,01/10/2022,0,0,0,0,0,0,0,0,22177,25235,0,0,,,,,0,0
21633018,16650,206,Money,01/22/2022,01/22/2022,2,0,0,0,0,0,17,0,22177,25246,0,0,Bus Number 430,,,,0,207.49
21834330,16650,206,Money,02/09/2022,02/09/2022,2,0,2,0,0,0,0,0,22177,25239,0,0,,,,,0,4.17
23037712,16650,67,Wallet,05/30/2022,05/10/2022,2,2,0,0,0,0,39,39,22177,25243,0,0,,,,,0,0
22785468,16508,181,Charger,03/15/2022,03/15/2022,7,1,0,0,0,0,0,0,0,0,0,0,,,,,0,
21554047,16685,231,iPhone,01/17/2022,01/17/2022,3,3,17,0,0,0,0,0,13967,13967,2063,2063,,,,353072102918945,0,0
22476383,16912,245,Clothing - Other,04/06/2022,04/06/2022,5,0,0,0,438,0,8,0,16191,16191,0,0,,,,,0,0
22767893,2185,338,Cash receipt,04/28/2022,04/28/2022,0,0,0,0,0,0,0,0,11612,11612,0,0,19208,19208,,,1800,0
21942164,16650,231,iPhone,01/19/2022,01/19/2022,4,4,17,17,0,0,0,0,25266,25266,3044,3044,BM1 Midtown,,35316580838526,353165808385326,0,0
21789577,16909,67,Wallet,02/11/2022,02/11/2022,2,2,0,0,997,0,44,42,16146,16146,0,0,,,,,0,0
21581335,16885,193,Headphones,01/20/2022,01/20/2022,16,16,0,0,0,1286,0,0,15586,15586,0,0,520,520,,,0,0
22189279,16130,65,Drivers License,03/15/2022,03/16/2022,0,0,0,0,98,0,0,0,8570,8570,0,101,,,,,0,0
22757431,3216,10,Shorts,04/26/2022,04/26/2022,1,3,0,0,0,0,3,0,0,0,0,0,,,,,0,0
23301923,7085,10,Shorts,06/05/2022,06/06/2022,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
21572047,16130,246,Sweater,01/19/2022,01/19/2022,2,0,0,0,0,0,0,0,8555,8555,0,0,,,,,0,0
21807036,16130,67,Wallet,02/12/2022,02/12/2022,2,11,0,0,1675,1675,39,0,8551,8551,0,0,,,,,0,0
22190098,17915,5,Coat - Jacket,03/15/2022,03/15/2022,2,10,0,0,1063,0,0,0,27180,27180,0,0,404,404,,,0,0
21794938,6392,67,Wallet,02/11/2022,02/11/2022,2,2,0,0,997,0,39,39,1288,1288,0,0,984,984,,,0,0
22003884,16650,248,ID Card - State Issued,02/18/2022,02/18/2022,0,0,0,0,0,0,0,0,22177,25236,0,0,M4 Uptown Bus,,,,0,0
22433978,17744,422,Airpods/Case,04/03/2022,04/03/2022,2,0,0,0,2082,0,0,0,0,0,0,0,,,,,0,0
22658718,16650,66,Credit or Debit card,04/16/2022,04/17/2022,0,0,0,0,0,694,0,0,22177,25291,0,0,,,,,0,0
23237181,16130,65,Drivers License,06/02/2022,06/02/2022,0,0,0,0,0,0,0,0,8555,8555,0,109,,,,,0,0
22458266,2198,5,Coat - Jacket,04/04/2022,04/04/2022,0,4,0,0,0,978,0,21,0,0,0,0,,,,,0,0
23490004,16407,40,Shoes,06/17/2022,06/17/2022,3,3,0,0,995,0,7,7,11197,11197,0,0,259,259,,,0,0
23388771,17082,132,Duffle bag,06/11/2022,06/13/2022,4,4,0,0,0,0,0,0,17361,17361,0,0,,,,,0,0
21773088,16684,48,Hat,02/03/2022,02/09/2022,2,2,0,0,483,0,45,0,14275,14275,0,0,,,,,0,0
22663007,17254,47,Cap,04/17/2022,04/17/2022,6,2,0,0,0,0,0,0,18928,18928,0,0,,,,,0,0
23457967,14164,5,Coat - Jacket,06/18/2022,06/18/2022,0,16,0,0,0,0,0,8,0,0,0,0,,,,,0,0
21495135,2474,247,MacBook,01/10/2022,01/11/2022,3,3,0,0,827,0,0,0,949,949,0,0,1671,,,C02XMDVYJHC8,0,0
22041866,6392,67,Wallet,03/02/2022,03/02/2022,2,3,0,0,997,997,43,43,1460,1460,0,0,AA 3,3,,,0,0
23030687,16130,425,Disney MagicBands,05/17/2022,05/18/2022,16,16,0,0,0,0,0,0,8551,8551,0,0,,,,,0,0
22773307,16788,182,Tablet,04/28/2022,04/28/2022,2,2,0,0,83,83,0,0,14431,14431,0,0,,,,,0,0
22175554,16650,339,Foreign currency,03/10/2022,03/10/2022,0,0,0,0,0,0,0,0,22177,25238,0,0,101,,,,0,0
23102238,16848,245,Clothing - Other,05/22/2022,05/23/2022,3,0,0,0,0,0,0,0,15277,15277,0,0,,,,,0,0
22005858,16130,66,Credit or Debit card,02/26/2022,03/01/2022,10,0,0,0,0,95,39,0,8554,8554,0,0,,,,,0,0
23282473,16130,66,Credit or Debit card,06/05/2022,06/05/2022,10,0,0,0,1685,95,39,0,8552,8552,0,0,,,,,0,0
22099700,16650,67,Wallet,02/24/2022,02/25/2022,0,2,0,0,0,0,0,41,22177,25247,0,0,53,,,,0,0
21215735,7361,515,Sleep Mask,12/17/2021,12/17/2021,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
21473805,16909,66,Credit or Debit card,01/08/2022,01/09/2022,25,0,0,0,0,95,61,0,16146,16146,0,0,,,,,0,0
23303073,16650,66,Credit or Debit card,06/04/2022,06/04/2022,0,0,0,0,695,697,0,0,22177,25243,0,0,B25,,,,0,0
